date,views
2013-10-08,14090
2013-10-09,14898
2013-10-10,15029
2013-10-11,15053
2013-10-12,17192
2013-10-13,18163
2013-10-14,16980
2013-10-15,16444
2013-10-16,17328
2013-10-17,18066
2013-10-18,18871
2013-10-19,20491
2013-10-20,21089
2013-10-21,20039
2013-10-22,20256
2013-10-23,21482
2013-10-24,22133
2013-10-25,22902
2013-10-26,25715
2013-10-27,26882
2013-10-28,24726
2013-10-29,26150
2013-10-30,25650
2013-10-31,24121
2013-11-01,33545
2013-11-02,36550
2013-11-03,43231
2013-11-04,40612
2013-11-05,44902
2013-11-06,47349
2013-11-07,49686
2013-11-08,54710
2013-11-09,61579
2013-11-10,66157
2013-11-11,69071
2013-11-12,72879
2013-11-13,76049
2013-11-14,77605
2013-11-15,80405
2013-11-16,95668
2013-11-17,101635
2013-11-18,95240
2013-11-19,103428
2013-11-20,115117
2013-11-21,110674
2013-11-22,122077
2013-11-23,144608
2013-11-24,155949
2013-11-25,146232
2013-11-26,165146
2013-11-27,183502
2013-11-28,177959
2013-11-29,193117
2013-11-30,233516
2013-12-01,300058
2013-12-02,259116
2013-12-03,299841
2013-12-04,318843
2013-12-05,330353
2013-12-06,374147
2013-12-07,407190
2013-12-08,399012
2013-12-09,335268
2013-12-10,360628
2013-12-11,365100
2013-12-12,395993
2013-12-13,463050
2013-12-14,493934
2013-12-15,441655
2013-12-16,398460
2013-12-17,428945
2013-12-18,468451
2013-12-19,558385
2013-12-20,624160
2013-12-21,603972
2013-12-22,618199
2013-12-23,829247
2013-12-24,1448623
2013-12-25,745885
2013-12-26,235319
2013-12-27,139790
2013-12-28,107429
2013-12-29,89794
2013-12-30,82939
2013-12-31,115310
2014-01-01,51996
2014-01-02,44282
2014-01-03,38945
2014-01-04,34315
2014-01-05,31454
2014-01-06,31715
2014-01-07,27774
2014-01-08,25698
2014-01-09,23467
2014-01-10,24197
2014-01-11,25245
2014-01-12,22446
2014-01-13,19478
2014-01-14,17563
2014-01-15,17863
2014-01-16,16440
2014-01-17,16165
2014-01-18,18690
2014-01-19,16119
2014-01-20,15128
2014-01-21,14182
2014-01-22,13888
2014-01-23,14389
2014-01-24,16156
2014-01-25,17531
2014-01-26,15151
2014-01-27,12241
2014-01-28,12867
2014-01-29,13210
2014-01-30,12868
2014-01-31,13427
2014-02-01,15400
2014-02-02,14442
2014-02-03,12139
2014-02-04,9939
2014-02-05,10380
2014-02-06,10648
2014-02-07,11372
2014-02-08,13006
2014-02-09,11863
2014-02-10,9872
2014-02-11,9946
2014-02-12,10103
2014-02-13,10779
2014-02-14,11936
2014-02-15,12183
2014-02-16,10942
2014-02-17,8695
2014-02-18,8017
2014-02-19,8041
2014-02-20,8456
2014-02-21,9427
2014-02-22,9265
2014-02-23,8534
2014-02-24,7857
2014-02-25,7855
2014-02-26,7850
2014-02-27,8224
2014-02-28,8369
2014-03-01,9305
2014-03-02,8130
2014-03-03,7257
2014-03-04,7225
2014-03-05,7350
2014-03-06,7219
2014-03-07,7906
2014-03-08,8221
2014-03-09,7198
2014-03-10,6461
2014-03-11,6417
2014-03-12,6483
2014-03-13,6593
2014-03-14,7048
2014-03-15,7825
2014-03-16,6989
2014-03-17,5921
2014-03-18,6153
2014-03-19,6425
2014-03-20,6690
2014-03-21,7044
2014-03-22,7966
2014-03-23,7218
2014-03-24,6469
2014-03-25,6388
2014-03-26,6336
2014-03-27,6704
2014-03-28,7110
2014-03-29,7942
2014-03-30,6623
2014-03-31,6229
2014-04-01,6319
2014-04-02,6672
2014-04-03,6936
2014-04-04,7357
2014-04-05,8121
2014-04-06,7184
2014-04-07,6503
2014-04-08,6992
2014-04-09,7293
2014-04-10,7965
2014-04-11,8415
2014-04-12,8918
2014-04-13,8129
2014-04-14,7703
2014-04-15,7825
2014-04-16,7869
2014-04-17,8204
2014-04-18,7837
2014-04-19,8339
2014-04-20,7675
2014-04-21,7732
2014-04-22,7366
2014-04-23,7806
2014-04-24,8372
2014-04-25,8844
2014-04-26,9110
2014-04-27,8240
2014-04-28,7493
2014-04-29,7955
2014-04-30,7943
2014-05-01,8747
2014-05-02,8745
2014-05-03,9142
2014-05-04,8260
2014-05-05,7880
2014-05-06,7676
2014-05-07,8012
2014-05-08,8341
2014-05-09,8653
2014-05-10,9209
2014-05-11,8432
2014-05-12,8222
2014-05-13,8766
2014-05-14,8830
2014-05-15,8914
2014-05-16,9520
2014-05-17,9647
2014-05-18,8558
2014-05-19,8359
2014-05-20,8851
2014-05-21,8882
2014-05-22,9039
2014-05-23,9461
2014-05-24,9487
2014-05-25,8855
2014-05-26,8601
2014-05-27,8659
2014-05-28,9297
2014-05-29,9184
2014-05-30,9876
2014-05-31,10023
2014-06-01,9813
2014-06-02,9245
2014-06-03,9666
2014-06-04,10415
2014-06-05,10144
2014-06-06,10815
2014-06-07,10924
2014-06-08,9941
2014-06-09,10102
2014-06-10,10028
2014-06-11,9815
2014-06-12,9665
2014-06-13,9582
2014-06-14,10009
2014-06-15,9423
2014-06-16,9597
2014-06-17,10079
2014-06-18,10456
2014-06-19,10295
2014-06-20,10912
2014-06-21,10708
2014-06-22,10243
2014-06-23,10140
2014-06-24,10907
2014-06-25,11075
2014-06-26,11309
2014-06-27,11755
2014-06-28,10773
2014-06-29,9464
2014-06-30,9851
2014-07-01,9566
2014-07-02,9995
2014-07-03,10005
2014-07-04,9760
2014-07-05,9415
2014-07-06,9340
2014-07-07,9753
2014-07-08,10224
2014-07-09,10411
2014-07-10,10421
2014-07-11,10379
2014-07-12,10381
2014-07-13,10857
2014-07-14,11484
2014-07-15,11877
2014-07-16,12247
2014-07-17,11268
2014-07-18,10609
2014-07-19,10314
2014-07-20,10045
2014-07-21,10204
2014-07-22,10419
2014-07-23,10708
2014-07-24,10963
2014-07-25,11218
2014-07-26,11242
2014-07-27,9536
2014-07-28,10839
2014-07-29,10911
2014-07-30,10868
2014-07-31,10997
2014-08-01,11680
2014-08-02,11227
2014-08-03,10782
2014-08-04,11560
2014-08-05,11659
2014-08-06,12205
2014-08-07,12194
2014-08-08,12421
2014-08-09,11752
2014-08-10,11710
2014-08-11,11968
2014-08-12,12732
2014-08-13,12740
2014-08-14,13322
2014-08-15,12931
2014-08-16,12329
2014-08-17,12083
2014-08-18,16270
2014-08-19,8617
2014-08-20,8393
2014-08-21,7392
2014-08-22,13741
2014-08-23,13932
2014-08-24,13235
2014-08-25,13187
2014-08-26,13720
2014-08-27,14054
2014-08-28,14446
2014-08-29,15466
2014-08-30,16235
2014-08-31,19645
2014-09-01,19546
2014-09-02,18027
2014-09-03,18327
2014-09-04,18549
2014-09-05,19236
2014-09-06,21506
2014-09-07,19991
2014-09-08,18662
2014-09-09,18601
2014-09-10,19634
2014-09-11,19915
2014-09-12,20907
2014-09-13,22314
2014-09-14,21634
2014-09-15,19697
2014-09-16,20345
2014-09-17,20579
2014-09-18,20686
2014-09-19,22331
2014-09-20,24257
2014-09-21,23792
2014-09-22,21955
2014-09-23,23075
2014-09-24,23817
2014-09-25,24710
2014-09-26,24661
2014-09-27,26047
2014-09-28,25145
2014-09-29,23545
2014-09-30,24354
2014-10-01,25600
2014-10-02,26890
2014-10-03,28016
2014-10-04,32075
2014-10-05,33255
2014-10-06,30228
2014-10-07,30969
2014-10-08,32014
2014-10-09,31827
2014-10-10,31466
2014-10-11,34215
2014-10-12,34653
2014-10-13,33671
2014-10-14,33736
2014-10-15,35167
2014-10-16,36841
2014-10-17,38733
2014-10-18,40547
2014-10-19,41574
2014-10-20,39689
2014-10-21,42901
2014-10-22,46823
2014-10-23,51273
2014-10-24,51556
2014-10-25,55304
2014-10-26,57356
2014-10-27,54816
2014-10-28,55967
2014-10-29,58308
2014-10-30,63354
2014-10-31,59344
2014-11-01,82050
2014-11-02,92998
2014-11-03,86807
2014-11-04,92612
2014-11-05,95382
2014-11-06,104941
2014-11-07,107446
2014-11-08,119748
2014-11-09,121731
2014-11-10,121151
2014-11-11,134499
2014-11-12,140428
2014-11-13,160096
2014-11-14,167568
2014-11-15,189191
2014-11-16,202959
2014-11-17,204965
2014-11-18,215073
2014-11-19,229463
2014-11-20,240495
2014-11-21,251897
2014-11-22,287141
2014-11-23,294216
2014-11-24,272622
2014-11-25,301077
2014-11-26,330918
2014-11-27,351141
2014-11-28,382343
2014-11-29,447496
2014-11-30,530371
2014-12-01,563431
2014-12-02,591016
2014-12-03,630284
2014-12-04,762506
2014-12-05,805892
2014-12-06,892844
2014-12-07,839046
2014-12-08,718474
2014-12-09,736893
2014-12-10,765647
2014-12-11,785560
2014-12-12,859460
2014-12-13,913841
2014-12-14,853103
2014-12-15,783360
2014-12-16,820216
2014-12-17,883167
2014-12-18,960971
2014-12-19,1090704
2014-12-20,1093062
2014-12-21,1034304
2014-12-22,1063419
2014-12-23,1487214
2014-12-24,2716466
2014-12-25,1328788
2014-12-26,477783
2014-12-27,326343
2014-12-28,258121
2014-12-29,224466
2014-12-30,220621
2014-12-31,287244
2015-01-01,143115
2015-01-02,113695
2015-01-03,98755
2015-01-04,84463
2015-01-05,72279
2015-01-06,70796
2015-01-07,63740
2015-01-08,57160
2015-01-09,57975
2015-01-10,61416
2015-01-11,51408
2015-01-12,41706
2015-01-13,44136
2015-01-14,42568
2015-01-15,42149
2015-01-16,42175
2015-01-17,49208
2015-01-18,43054
2015-01-19,38186
2015-01-20,35984
2015-01-21,34890
2015-01-22,35027
2015-01-23,36753
2015-01-24,40948
2015-01-25,34712
2015-01-26,31223
2015-01-27,32181
2015-01-28,31594
2015-01-29,32032
2015-01-30,34783
2015-01-31,37323
2015-02-01,32634
2015-02-02,30097
2015-02-03,30142
2015-02-04,30361
2015-02-05,30841
2015-02-06,31134
2015-02-07,34409
2015-02-08,29105
2015-02-09,26791
2015-02-10,27258
2015-02-11,26726
2015-02-12,26030
2015-02-13,27908
2015-02-14,31289
2015-02-15,27423
2015-02-16,25507
2015-02-17,24791
2015-02-18,24376
2015-02-19,24196
2015-02-20,26011
2015-02-21,28256
2015-02-22,25272
2015-02-23,22785
2015-02-24,23334
2015-02-25,23888
2015-02-26,23802
2015-02-27,25386
2015-02-28,27278
2015-03-01,24710
2015-03-02,22815
2015-03-03,23335
2015-03-04,23715
2015-03-05,24044
2015-03-06,25518
2015-03-07,27406
2015-03-08,22970
2015-03-09,22043
2015-03-10,22633
2015-03-11,22605
2015-03-12,22486
2015-03-13,23358
2015-03-14,25305
2015-03-15,22843
2015-03-16,20107
2015-03-17,20457
2015-03-18,21195
2015-03-19,22554
2015-03-20,23737
2015-03-21,24932
2015-03-22,20336
2015-03-23,18801
2015-03-24,19089
2015-03-25,19677
2015-03-26,20739
2015-03-27,24462
2015-03-28,24586
2015-03-29,21572
2015-03-30,19862
2015-03-31,20470
2015-04-01,20526
2015-04-02,21135
2015-04-03,22721
2015-04-04,23439
2015-04-05,22477
2015-04-06,21754
2015-04-07,22474
2015-04-08,23402
2015-04-09,23462
2015-04-10,22637
2015-04-11,23601
2015-04-12,21919
2015-04-13,20386
2015-04-14,21336
2015-04-15,21368
2015-04-16,21564
2015-04-17,22728
2015-04-18,24037
2015-04-19,21991
2015-04-20,20863
2015-04-21,20721
2015-04-22,20759
2015-04-23,21066
2015-04-24,22245
2015-04-25,23730
2015-04-26,21374
2015-04-27,20370
2015-04-28,21801
2015-04-29,21772
2015-04-30,22242
2015-05-01,24389
2015-05-02,23278
2015-05-03,21643
2015-05-04,20748
2015-05-05,20677
2015-05-06,21083
2015-05-07,21920
2015-05-08,23222
2015-05-09,24130
2015-05-10,21428
2015-05-11,20163
2015-05-12,21552
2015-05-13,22030
2015-05-14,23106
2015-05-15,24446
2015-05-16,25231
2015-05-17,23352
2015-05-18,23754
2015-05-19,25778
2015-05-20,26273
2015-05-21,26194
2015-05-22,26918
2015-05-23,27141
2015-05-24,25416
2015-05-25,23902
2015-05-26,23454
2015-05-27,23407
2015-05-28,23847
2015-05-29,24900
2015-05-30,25804
2015-05-31,23435
2015-06-01,22285
2015-06-02,24162
2015-06-03,24502
2015-06-04,25585
2015-06-05,25589
2015-06-06,25061
2015-06-07,21192
2015-06-08,20182
2015-06-09,22923
2015-06-10,23056
2015-06-11,22860
2015-06-12,23936
2015-06-13,24489
2015-06-14,22098
2015-06-15,21234
2015-06-16,21877
2015-06-17,22560
2015-06-18,23145
2015-06-19,25502
2015-06-20,25846
2015-06-21,23194
2015-06-22,22635
2015-06-23,21138
2015-06-24,19611
2015-06-25,19992
2015-06-26,23679
2015-06-27,25230
2015-06-28,22192
2015-06-29,22076
2015-06-30,23114
2015-07-01,22863
2015-07-02,23659
2015-07-03,24268
2015-07-04,22983
2015-07-05,21707
2015-07-06,21797
2015-07-07,22545
2015-07-08,23441
2015-07-09,23675
2015-07-10,24272
2015-07-11,23517
2015-07-12,22330
2015-07-13,23352
2015-07-14,23638
2015-07-15,24062
2015-07-16,24593
2015-07-17,25494
2015-07-18,25367
2015-07-19,23621
2015-07-20,24055
2015-07-21,24705
2015-07-22,25390
2015-07-23,26456
2015-07-24,33372
2015-07-25,35489
2015-07-26,32780
2015-07-27,34234
2015-07-28,34971
2015-07-29,34266
2015-07-30,34743
2015-07-31,31100
2015-08-01,25948
2015-08-02,24349
2015-08-03,24534
2015-08-04,25804
2015-08-05,26144
2015-08-06,26929
2015-08-07,27371
2015-08-08,26927
2015-08-09,25077
2015-08-10,26178
2015-08-11,26525
2015-08-12,26002
2015-08-13,27371
2015-08-14,28675
2015-08-15,27893
2015-08-16,26456
2015-08-17,27392
2015-08-18,29243
2015-08-19,29591
2015-08-20,29106
2015-08-21,30540
2015-08-22,28284
2015-08-23,23789
2015-08-24,24254
2015-08-25,25880
2015-08-26,26622
2015-08-27,24811
2015-08-28,26049
2015-08-29,26626
2015-08-30,25478
2015-08-31,28397
2015-09-01,29740
2015-09-02,29311
2015-09-03,28852
2015-09-04,35060
2015-09-05,37501
2015-09-06,36268
2015-09-07,32794
2015-09-08,30426
2015-09-09,32030
2015-09-10,31984
2015-09-11,33368
2015-09-12,37326
2015-09-13,36324
2015-09-14,33682
2015-09-15,38328
2015-09-16,42281
2015-09-17,42780
2015-09-18,44041
2015-09-19,48515
2015-09-20,48057
2015-09-21,43747
2015-09-22,44796
2015-09-23,47405
2015-09-24,48569
2015-09-25,51112
2015-09-26,54720
2015-09-27,52804
2015-09-28,48882
2015-09-29,50837
2015-09-30,53588
2015-10-01,55993
2015-10-02,58658
2015-10-03,65134
2015-10-04,63756
2015-10-05,58773
2015-10-06,60876
2015-10-07,61422
2015-10-08,66354
2015-10-09,71253
2015-10-10,81685
2015-10-11,82428
2015-10-12,83999
2015-10-13,79992
2015-10-14,86686
2015-10-15,87620
2015-10-16,92693
2015-10-17,96423
2015-10-18,96090
2015-10-19,87154
2015-10-20,92931
2015-10-21,95626
2015-10-22,91400
2015-10-23,95606
2015-10-24,101449
2015-10-25,101703
2015-10-26,96301
2015-10-27,100345
2015-10-28,105576
2015-10-29,109524
2015-10-30,110816
2015-10-31,112628
2015-11-01,171530
2015-11-02,165582
2015-11-03,171104
2015-11-04,183420
2015-11-05,196613
2015-11-06,203748
2015-11-07,230025
2015-11-08,236007
2015-11-09,223227
2015-11-10,231321
2015-11-11,230374
2015-11-12,236086
2015-11-13,236884
2015-11-14,263077
2015-11-15,277180
2015-11-16,255582
2015-11-17,274265
2015-11-18,281906
2015-11-19,299901
2015-11-20,323118
2015-11-21,395717
2015-11-22,418122
2015-11-23,385331
2015-11-24,425821
2015-11-25,510154
2015-11-26,547085
2015-11-27,576307
2015-11-28,668781
2015-11-29,705375
2015-11-30,685294
2015-12-01,903782
2015-12-02,892508
2015-12-03,922957
2015-12-04,1011954
2015-12-05,1201721
2015-12-06,1194741
2015-12-07,1010274
2015-12-08,1081093
2015-12-09,1050214
2015-12-10,1123166
2015-12-11,1236254
2015-12-12,1345522
2015-12-13,1254440
2015-12-14,1224161
2015-12-15,1359260
2015-12-16,1430335
2015-12-17,1545386
2015-12-18,1705155
2015-12-19,1661756
2015-12-20,1530044
2015-12-21,1568090
2015-12-22,1777954
2015-12-23,2422163
2015-12-24,4419694
2015-12-25,2518199
2015-12-26,827096
2015-12-27,505257
2015-12-28,462925
2015-12-29,418182
2015-12-30,435097
2015-12-31,657408
2016-01-01,284535
2016-01-02,255028
2016-01-03,218069
2016-01-04,203051
2016-01-05,148661
2016-01-06,137673
2016-01-07,123875
2016-01-08,113708
2016-01-09,113921
2016-01-10,95458
2016-01-11,82488
2016-01-12,81107
2016-01-13,84557
2016-01-14,80017
2016-01-15,85436
2016-01-16,92267
2016-01-17,80900
2016-01-18,71551
2016-01-19,65900
2016-01-20,62103
2016-01-21,63012
2016-01-22,67591
2016-01-23,72197
2016-01-24,61232
2016-01-25,54197
2016-01-26,55906
2016-01-27,55354
2016-01-28,54621
2016-01-29,57091
2016-01-30,56706
2016-01-31,49164
2016-02-01,43680
2016-02-02,43619
2016-02-03,43740
2016-02-04,43059
2016-02-05,45666
2016-02-06,48060
2016-02-07,41856
2016-02-08,36796
2016-02-09,39227
2016-02-10,38980
2016-02-11,39052
2016-02-12,42519
2016-02-13,46114
2016-02-14,41466
2016-02-15,37216
2016-02-16,37553
2016-02-17,37572
2016-02-18,36437
2016-02-19,38456
2016-02-20,40876
2016-02-21,35171
2016-02-22,31901
2016-02-23,32139
2016-02-24,31980
2016-02-25,31357
2016-02-26,34220
2016-02-27,37071
2016-02-28,31484
2016-02-29,28576
2016-03-01,29994
2016-03-02,30398
2016-03-03,31014
2016-03-04,32302
2016-03-05,35158
2016-03-06,30784
2016-03-07,28876
2016-03-08,28862
2016-03-09,28469
2016-03-10,29096
2016-03-11,31277
2016-03-12,34154
2016-03-13,28534
2016-03-14,27060
2016-03-15,28047
2016-03-16,28981
2016-03-17,29263
2016-03-18,29984
2016-03-19,32413
2016-03-20,28071
2016-03-21,26028
2016-03-22,24405
2016-03-23,22853
2016-03-24,23685
2016-03-25,24110
2016-03-26,28776
2016-03-27,28329
2016-03-28,25623
2016-03-29,24911
2016-03-30,26915
2016-03-31,27899
2016-04-01,30117
2016-04-02,32856
2016-04-03,29148
2016-04-04,26496
2016-04-05,26749
2016-04-06,28118
2016-04-07,29616
2016-04-08,32260
2016-04-09,34154
2016-04-10,29029
2016-04-11,26168
2016-04-12,28219
2016-04-13,28019
2016-04-14,29115
2016-04-15,30873
2016-04-16,33313
2016-04-17,28703
2016-04-18,26655
2016-04-19,27407
2016-04-20,28154
2016-04-21,29673
2016-04-22,31616
2016-04-23,33763
2016-04-24,29827
2016-04-25,27529
2016-04-26,28707
2016-04-27,29166
2016-04-28,29500
2016-04-29,30600
2016-04-30,32430
2016-05-01,29790
2016-05-02,27544
2016-05-03,27231
2016-05-04,27392
2016-05-05,28159
2016-05-06,28619
2016-05-07,30536
2016-05-08,26943
2016-05-09,24559
2016-05-10,25999
2016-05-11,26611
2016-05-12,27687
2016-05-13,31036
2016-05-14,32484
2016-05-15,28591
2016-05-16,26261
2016-05-17,26600
2016-05-18,27600
2016-05-19,28363
2016-05-20,29569
2016-05-21,31012
2016-05-22,27638
2016-05-23,25276
2016-05-24,26915
2016-05-25,27557
2016-05-26,28351
2016-05-27,28936
2016-05-28,28946
2016-05-29,27134
2016-05-30,26690
2016-05-31,26701
2016-06-01,27466
2016-06-02,27779
2016-06-03,29455
2016-06-04,30936
2016-06-05,27449
2016-06-06,24662
2016-06-07,25649
2016-06-08,26236
2016-06-09,26483
2016-06-10,28202
2016-06-11,29161
2016-06-12,26405
2016-06-13,25042
2016-06-14,25657
2016-06-15,26982
2016-06-16,27203
2016-06-17,28496
2016-06-18,29501
2016-06-19,26485
2016-06-20,25723
2016-06-21,25211
2016-06-22,25163
2016-06-23,27107
2016-06-24,29118
2016-06-25,29153
2016-06-26,25502
2016-06-27,24983
2016-06-28,26685
2016-06-29,26582
2016-06-30,27164
2016-07-01,28420
2016-07-02,29279
2016-07-03,26384
2016-07-04,25944
2016-07-05,26447
2016-07-06,26126
2016-07-07,26733
2016-07-08,27923
2016-07-09,29680
2016-07-10,25649
2016-07-11,26508
2016-07-12,28269
2016-07-13,27183
2016-07-14,29046
2016-07-15,29485
2016-07-16,30379
2016-07-17,27929
2016-07-18,26764
2016-07-19,26801
2016-07-20,27002
2016-07-21,28657
2016-07-22,29812
2016-07-23,29473
2016-07-24,27575
2016-07-25,27867
2016-07-26,29171
2016-07-27,29924
2016-07-28,31382
2016-07-29,32436
2016-07-30,31449
2016-07-31,29224
2016-08-01,30014
2016-08-02,30990
2016-08-03,30882
2016-08-04,32928
2016-08-05,32522
2016-08-06,30291
2016-08-07,28382
2016-08-08,28893
2016-08-09,29856
2016-08-10,31136
2016-08-11,31893
2016-08-12,34240
2016-08-13,34714
2016-08-14,31716
2016-08-15,31240
2016-08-16,31553
2016-08-17,32061
2016-08-18,33863
2016-08-19,35894
2016-08-20,35496
2016-08-21,35519
2016-08-22,35144
2016-08-23,34923
2016-08-24,36422
2016-08-25,36714
2016-08-26,38621
2016-08-27,39699
2016-08-28,36798
2016-08-29,35358
2016-08-30,37064
2016-08-31,46510
2016-09-01,46373
2016-09-02,47964
2016-09-03,49582
2016-09-04,46562
2016-09-05,44908
2016-09-06,43079
2016-09-07,42483
2016-09-08,43252
2016-09-09,46895
2016-09-10,49862
2016-09-11,44896
2016-09-12,43151
2016-09-13,45659
2016-09-14,46344
2016-09-15,46213
2016-09-16,51578
2016-09-17,58027
2016-09-18,55506
2016-09-19,49924
2016-09-20,51971
2016-09-21,53971
2016-09-22,55625
2016-09-23,57240
2016-09-24,62167
2016-09-25,60741
2016-09-26,57266
2016-09-27,62950
2016-09-28,63112
2016-09-29,64520
2016-09-30,69548
2016-10-01,78166
2016-10-02,76010
2016-10-03,70025
2016-10-04,69405
2016-10-05,68336
2016-10-06,78281
2016-10-07,78949
2016-10-08,90232
2016-10-09,89010
2016-10-10,83685
2016-10-11,90479
2016-10-12,94604
2016-10-13,94235
2016-10-14,96664
2016-10-15,105598
2016-10-16,107029
2016-10-17,97661
2016-10-18,100483
2016-10-19,102399
2016-10-20,106931
2016-10-21,113211
2016-10-22,123693
2016-10-23,123621
2016-10-24,119255
2016-10-25,126702
2016-10-26,130667
2016-10-27,136235
2016-10-28,136577
2016-10-29,143424
2016-10-30,152533
2016-10-31,155215
2016-11-01,252400
2016-11-02,272607
2016-11-03,298201
2016-11-04,298594
2016-11-05,322376
2016-11-06,357764
2016-11-07,336943
2016-11-08,374165
2016-11-09,383036
2016-11-10,424875
2016-11-11,453736
2016-11-12,523296
2016-11-13,537725
2016-11-14,473326
2016-11-15,501691
2016-11-16,527967
2016-11-17,568752
2016-11-18,613870
2016-11-19,751607
2016-11-20,774973
2016-11-21,709125
2016-11-22,743020
2016-11-23,874517
2016-11-24,939312
2016-11-25,1029217
2016-11-26,1244797
2016-11-27,1360313
2016-11-28,1135846
2016-11-29,1207834
2016-11-30,1401947
2016-12-01,1781384
2016-12-02,1813356
2016-12-03,2093040
2016-12-04,2073286
2016-12-05,1753815
2016-12-06,1959561
2016-12-07,1974613
2016-12-08,2161934
2016-12-09,2182713
2016-12-10,2431371
2016-12-11,2260979
2016-12-12,1961721
2016-12-13,2068587
2016-12-14,2165882
2016-12-15,2300132
2016-12-16,2772025
2016-12-17,3026011
2016-12-18,2749133
2016-12-19,2511368
2016-12-20,2732709
2016-12-21,3074486
2016-12-22,3599703
2016-12-23,4971145
2016-12-24,8755068
2016-12-25,4867358
2016-12-26,2084341
2016-12-27,1110856
2016-12-28,874925
2016-12-29,752145
2016-12-30,727663
2016-12-31,1146190
2017-01-01,479810
2017-01-02,402260
2017-01-03,337632
2017-01-04,306098
2017-01-05,298805
2017-01-06,319678
2017-01-07,285207
2017-01-08,212829
2017-01-09,170779
2017-01-10,160504
2017-01-11,149097
2017-01-12,148241
2017-01-13,168132
2017-01-14,162964
2017-01-15,127042
2017-01-16,103410
2017-01-17,102367
2017-01-18,95915
2017-01-19,94882
2017-01-20,100788
2017-01-21,116478
2017-01-22,94195
2017-01-23,78118
2017-01-24,77787
2017-01-25,75777
2017-01-26,71663
2017-01-27,81888
2017-01-28,103584
2017-01-29,76470
2017-01-30,60709
2017-01-31,58264
2017-02-01,63516
2017-02-02,66299
2017-02-03,74276
2017-02-04,79729
2017-02-05,64659
2017-02-06,57234
2017-02-07,57551
2017-02-08,56634
2017-02-09,59234
2017-02-10,63551
2017-02-11,67522
2017-02-12,55418
2017-02-13,52367
2017-02-14,54582
2017-02-15,51481
2017-02-16,51116
2017-02-17,55837
2017-02-18,60304
2017-02-19,50547
2017-02-20,46944
2017-02-21,47228
2017-02-22,52592
2017-02-23,44363
2017-02-24,49332
2017-02-25,52779
2017-02-26,46726
2017-02-27,40310
2017-02-28,42483
2017-03-01,43953
2017-03-02,42892
2017-03-03,45873
2017-03-04,49235
2017-03-05,42758
2017-03-06,38156
2017-03-07,41052
2017-03-08,42374
2017-03-09,42008
2017-03-10,47594
2017-03-11,52918
2017-03-12,43898
2017-03-13,39434
2017-03-14,42600
2017-03-15,41423
2017-03-16,43774
2017-03-17,49126
2017-03-18,49848
2017-03-19,43287
2017-03-20,38468
2017-03-21,41860
2017-03-22,43013
2017-03-23,42193
2017-03-24,44868
2017-03-25,50210
2017-03-26,44054
2017-03-27,40401
2017-03-28,39578
2017-03-29,39634
2017-03-30,39176
2017-03-31,44535
2017-04-01,46003
2017-04-02,38925
2017-04-03,37017
2017-04-04,39081
2017-04-05,37478
2017-04-06,36413
2017-04-07,37708
2017-04-08,44581
2017-04-09,38719
2017-04-10,37210
2017-04-11,37770
2017-04-12,37570
2017-04-13,39171
2017-04-14,40505
2017-04-15,41473
2017-04-16,39898
2017-04-17,37733
2017-04-18,37503
2017-04-19,38021
2017-04-20,36852
2017-04-21,40636
2017-04-22,45141
2017-04-23,37840
2017-04-24,33538
2017-04-25,35621
2017-04-26,37845
2017-04-27,39537
2017-04-28,42918
2017-04-29,44989
2017-04-30,41017
2017-05-01,38722
2017-05-02,35474
2017-05-03,37936
2017-05-04,37058
2017-05-05,41115
2017-05-06,43830
2017-05-07,39923
2017-05-08,36621
2017-05-09,37646
2017-05-10,38144
2017-05-11,38911
2017-05-12,45296
2017-05-13,47919
2017-05-14,41531
2017-05-15,38323
2017-05-16,38578
2017-05-17,38332
2017-05-18,35077
2017-05-19,38178
2017-05-20,41698
2017-05-21,35939
2017-05-22,33314
2017-05-23,34350
2017-05-24,35966
2017-05-25,36480
2017-05-26,37364
2017-05-27,37905
2017-05-28,34649
2017-05-29,33451
2017-05-30,34055
2017-05-31,35610
2017-06-01,109855
2017-06-02,53607
2017-06-03,43528
2017-06-04,84642
2017-06-05,52277
2017-06-06,44560
2017-06-07,41840
2017-06-08,40680
2017-06-09,41356
2017-06-10,44044
2017-06-11,41067
2017-06-12,38126
2017-06-13,39064
2017-06-14,39897
2017-06-15,40122
2017-06-16,40822
2017-06-17,46150
2017-06-18,49347
2017-06-19,34336
2017-06-20,33878
2017-06-21,35083
2017-06-22,36072
2017-06-23,39013
2017-06-24,39435
2017-06-25,36085
2017-06-26,34397
2017-06-27,36057
2017-06-28,36458
2017-06-29,38092
2017-06-30,40265
2017-07-01,41774
2017-07-02,37665
2017-07-03,36775
2017-07-04,37088
2017-07-05,37831
2017-07-06,40592
2017-07-07,42980
2017-07-08,43871
2017-07-09,39780
2017-07-10,39238
2017-07-11,41810
2017-07-12,42792
2017-07-13,41935
2017-07-14,42422
2017-07-15,45154
2017-07-16,40984
2017-07-17,39151
2017-07-18,39823
2017-07-19,41525
2017-07-20,43931
2017-07-21,45928
2017-07-22,46677
2017-07-23,42421
2017-07-24,42541
2017-07-25,44756
2017-07-26,43931
2017-07-27,45691
2017-07-28,47034
2017-07-29,47670
2017-07-30,43953
2017-07-31,45049
